,County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2014 Population,Population.Population per Square Mile
1519,Gasconade,MO,21.6,21.2,5.0,15.4,84.2,0.3,0.5,0.4,1.4,0.0,1.2,97.6,96.3,41392,21830,14.8,14866,29.4
1520,Gentry,MO,19.7,24.6,7.5,15.3,85.7,0.3,0.4,0.6,1.0,0.0,1.0,97.7,96.8,39192,20534,17.2,6826,13.7
1521,Greene,MO,15.3,21.0,6.1,28.3,90.1,0.7,1.9,3.2,3.5,0.1,2.7,91.3,88.4,40337,23520,18.7,285865,407.5
1522,Grundy,MO,21.2,23.5,6.8,14.9,85.4,0.6,0.7,0.8,2.0,0.1,1.1,96.8,95.0,37964,19527,15.8,10197,23.6
1523,Harrison,MO,21.0,24.7,6.8,9.6,82.7,0.5,0.4,0.5,2.2,0.1,1.1,97.3,95.5,37739,19468,16.3,8639,12.4
1524,Henry,MO,20.5,22.4,6.0,14.4,85.8,0.6,0.4,1.4,2.1,0.1,1.8,95.7,93.9,39839,22394,18.1,22028,32.0
1525,Hickory,MO,31.9,17.0,3.9,10.4,82.4,0.8,0.2,0.4,1.4,0.1,1.8,96.7,95.5,29325,17361,21.6,9219,24.1
1526,Holt,MO,22.8,19.9,5.1,16.2,89.7,0.9,0.4,0.3,1.0,0.0,1.0,97.5,96.6,42979,24127,12.3,4516,10.6
1527,Howard,MO,17.0,21.7,5.9,22.7,85.6,0.6,0.2,5.6,1.4,0.1,1.9,91.6,90.6,42747,21598,18.2,10159,21.9
1528,Howell,MO,18.5,24.2,6.6,15.4,82.6,0.8,0.7,0.5,2.0,0.0,1.7,96.3,94.6,32533,17416,23.8,40173,43.6
1529,Iron,MO,18.7,21.9,6.0,11.0,77.3,0.7,0.1,1.6,1.7,0.0,1.8,95.7,94.2,36387,19101,23.7,10267,19.3
1530,Jackson,MO,13.5,24.0,6.8,27.6,88.3,0.6,1.8,24.0,8.8,0.3,2.9,70.4,62.9,47015,26062,17.4,683191,1115.3
1531,Jasper,MO,13.9,25.5,7.1,20.2,84.3,1.8,1.1,2.4,7.5,0.6,3.0,91.2,84.9,40399,21124,18.4,117543,183.9
1532,Jefferson,MO,13.3,24.0,6.3,17.4,87.4,0.3,0.7,1.1,1.8,0.0,1.4,96.4,94.8,54845,24792,11.3,222716,333.1
1533,Johnson,MO,11.8,21.7,6.5,25.6,91.6,0.7,2.0,4.9,4.0,0.3,2.9,89.4,86.0,47223,21547,17.6,54362,63.4
1534,Knox,MO,21.0,24.1,6.8,14.8,85.0,0.3,0.3,0.5,1.2,0.0,1.6,97.4,96.2,34481,20946,26.3,4000,8.2
1535,Laclede,MO,16.9,24.7,6.6,12.9,81.7,0.8,0.5,0.9,2.2,0.1,1.9,95.8,93.8,39013,19553,19.7,35439,46.5
1536,Lafayette,MO,17.9,23.3,5.8,17.0,86.9,0.5,0.5,2.4,2.6,0.2,2.1,94.4,92.2,50527,23637,9.5,32688,53.1
1537,Lawrence,MO,17.8,25.5,6.4,15.4,84.5,1.1,0.5,0.5,7.1,0.1,1.7,96.1,89.8,39334,19060,18.6,38023,63.2
1538,Lewis,MO,18.0,22.8,5.8,12.5,87.4,0.3,0.4,3.3,1.6,0.1,1.8,94.2,92.8,42071,19317,15.0,10138,20.2
1539,Lincoln,MO,12.4,26.4,6.8,14.2,85.2,0.4,0.6,2.0,2.2,0.1,1.7,95.3,93.4,52835,22063,13.6,54249,83.9
1540,Linn,MO,20.2,23.8,5.6,12.7,87.5,0.3,0.3,0.8,1.9,0.0,1.3,97.2,95.6,38250,21015,15.1,12311,20.7
1541,Livingston,MO,19.3,21.1,5.8,17.5,87.0,0.5,0.4,3.2,1.8,0.0,1.3,94.6,93.0,40116,21011,17.8,15053,28.5
1542,McDonald,MO,14.0,26.3,6.6,10.5,78.5,3.1,1.4,1.6,11.6,1.5,3.3,89.1,79.0,37997,17505,21.8,22800,42.8
1543,Macon,MO,21.0,23.7,5.9,15.3,85.8,0.3,0.5,2.3,1.3,0.1,1.8,94.9,94.0,38443,20054,16.2,15479,19.4
1544,Madison,MO,19.2,23.3,5.9,7.7,75.0,0.4,1.0,0.5,2.1,0.0,1.1,97.0,95.3,35870,17316,21.4,12368,24.7
1545,Maries,MO,19.3,21.9,4.6,16.5,82.7,0.6,0.3,0.5,1.1,0.0,1.3,97.2,96.2,42566,22026,16.7,9013,17.4
1546,Marion,MO,16.9,23.5,6.3,18.5,84.1,0.2,0.8,5.2,1.6,0.1,2.2,91.5,90.2,42046,21909,16.2,28920,65.9
1547,Mercer,MO,20.8,24.1,5.5,12.9,87.7,0.5,0.6,0.2,1.0,0.0,1.3,97.3,96.5,40272,20178,20.3,3719,8.3
1548,Miller,MO,18.0,23.6,6.0,14.5,84.8,0.6,0.4,0.6,1.9,0.2,1.7,96.6,95.0,35507,19385,20.9,25141,41.8
1549,Mississippi,MO,16.2,22.4,6.6,9.8,71.6,0.3,0.2,24.7,2.0,0.0,1.2,73.6,71.9,29787,15558,26.9,14232,34.9
1550,Moniteau,MO,14.8,25.0,6.5,18.1,82.3,0.4,0.4,4.1,4.6,0.1,1.3,93.8,89.4,47118,19451,11.4,15856,37.6
1551,Monroe,MO,20.8,22.6,5.2,13.1,87.6,0.5,0.4,2.8,1.2,0.0,1.6,94.7,93.6,40657,20331,14.7,8707,13.6
1552,Montgomery,MO,19.8,22.8,6.0,12.1,80.8,0.3,0.4,1.6,1.6,0.0,1.5,96.1,94.7,40236,20991,17.5,11841,22.8
1553,Morgan,MO,23.7,22.0,6.0,12.7,79.2,0.7,0.5,1.0,1.9,0.0,1.6,96.1,94.6,34797,17935,23.4,20240,34.4
1554,New Madrid,MO,17.6,23.8,6.1,12.3,76.9,0.3,0.5,15.8,1.6,0.1,1.7,81.6,80.4,35793,21215,21.7,18272,28.1
1555,Newton,MO,17.4,24.4,6.3,18.1,85.4,2.4,1.6,1.0,5.0,0.9,3.0,91.0,86.8,42268,22341,15.0,58598,93.0
1556,Nodaway,MO,13.9,16.9,4.6,23.4,91.1,0.3,1.7,2.7,1.5,0.0,1.0,94.3,93.0,36641,18079,28.4,23081,26.6
1557,Oregon,MO,22.1,22.3,6.1,9.8,79.8,1.5,0.4,0.5,1.4,0.1,2.1,95.4,94.2,27743,16331,27.7,10911,13.8
1558,Osage,MO,16.7,23.6,5.7,15.4,88.6,0.3,0.2,0.3,0.7,0.1,0.7,98.5,97.9,51408,22629,8.7,13703,23.0
1559,Ozark,MO,26.3,19.7,4.7,12.5,82.8,0.8,0.1,0.3,1.7,0.0,1.7,97.0,95.7,32078,17215,20.0,9492,13.1
1560,Pemiscot,MO,15.3,26.9,7.7,10.0,72.5,0.5,0.4,26.7,2.2,0.1,1.4,71.0,69.3,28889,16881,29.3,17650,37.1
1561,Perry,MO,16.6,24.0,6.0,14.6,82.8,0.5,0.6,0.6,2.1,0.1,1.0,97.2,95.5,47876,23435,12.0,19202,40.0
1562,Pettis,MO,15.3,25.1,6.9,15.2,81.8,0.7,0.7,3.4,8.3,0.3,1.9,92.9,85.5,38580,19709,18.4,42225,61.9
1563,Phelps,MO,14.9,21.1,5.8,27.2,86.8,0.8,3.3,2.4,2.5,0.1,2.4,90.9,88.9,41964,21173,18.1,44847,67.2
1564,Pike,MO,16.5,21.9,5.9,10.3,78.9,0.3,0.3,7.6,2.2,0.0,1.4,90.4,88.4,39850,18650,15.1,18541,27.6
1565,Platte,MO,13.0,23.9,6.1,39.2,94.2,0.6,2.7,6.4,5.7,0.5,2.5,87.4,82.5,67721,35143,7.4,94788,212.6
1566,Polk,MO,17.1,23.6,6.1,18.3,83.7,0.7,0.9,1.0,2.1,0.0,1.6,95.7,93.8,39512,19511,23.6,31054,49.0
1567,Pulaski,MO,7.6,22.7,7.3,21.4,90.1,1.0,3.0,12.8,10.7,0.7,4.7,77.8,69.4,49820,20863,12.8,53436,95.5
1568,Putnam,MO,23.6,21.3,4.9,13.7,84.7,0.2,0.5,0.3,1.4,0.0,1.0,98.1,96.8,36713,19397,18.8,4829,9.6
1569,Ralls,MO,19.3,21.8,5.2,13.3,89.6,0.3,0.4,1.2,1.2,0.1,1.2,96.8,95.7,47969,23299,9.9,10255,21.6
1570,Randolph,MO,15.4,22.1,5.8,13.6,84.6,0.4,0.6,5.9,1.9,0.0,2.2,90.9,89.3,37203,17587,19.4,25072,52.7
1571,Ray,MO,17.1,23.4,5.5,13.9,88.3,0.6,0.4,1.4,2.3,0.1,1.6,95.9,93.9,52698,24549,11.6,22949,41.3
1572,Reynolds,MO,22.7,20.8,5.0,6.7,77.1,0.9,0.2,0.9,1.5,0.0,2.2,95.8,94.6,34496,18449,24.4,6565,8.3
1573,Ripley,MO,19.6,22.7,6.9,10.7,75.2,0.9,0.4,0.7,1.2,0.0,1.6,96.4,95.4,32291,16408,24.6,13969,22.4
1574,St. Charles,MO,13.2,24.3,6.1,35.1,93.6,0.3,2.5,4.7,3.1,0.1,1.8,90.7,87.9,71077,31586,5.8,379493,643.2
1575,St. Clair,MO,26.1,19.0,4.9,12.1,81.3,0.8,0.2,0.7,2.3,0.0,1.9,96.3,94.4,31539,17337,21.8,9457,14.6
1576,Ste. Genevieve,MO,17.3,22.2,5.7,10.7,82.1,0.3,0.3,0.9,1.0,1.2,1.1,96.2,95.3,48433,22921,11.9,17914,36.4
1577,St. Francois,MO,15.3,21.4,5.4,14.3,79.5,0.4,0.4,4.5,1.4,0.1,1.1,93.5,92.3,37238,18544,19.4,65960,144.6
1578,St. Louis,MO,16.5,22.3,5.8,40.6,92.1,0.2,4.0,23.9,2.7,0.0,2.0,69.9,67.6,58910,34795,10.9,1001876,1967.2
1579,Saline,MO,16.6,23.1,6.3,17.2,82.8,0.8,0.8,5.2,9.8,1.1,2.5,89.5,80.9,39519,19006,18.6,23347,30.9
1580,Schuyler,MO,19.7,25.2,6.1,9.8,85.9,0.2,0.2,0.2,1.1,0.0,0.8,98.5,97.5,34688,18160,24.0,4370,14.4
1581,Scotland,MO,18.9,28.3,8.3,17.0,78.7,0.3,0.2,0.1,0.9,0.0,0.8,98.5,97.7,39028,20363,18.2,4863,11.1
1582,Scott,MO,16.5,23.9,6.9,14.6,80.3,0.3,0.5,11.7,2.2,0.0,1.7,85.7,83.9,40651,20825,19.1,38903,93.3
1583,Shannon,MO,19.6,22.2,5.5,11.2,81.0,1.0,0.3,0.4,1.8,0.0,2.5,95.8,94.2,31132,16862,25.2,8329,8.4
1584,Shelby,MO,20.6,23.1,5.8,12.7,89.5,0.3,0.2,0.7,1.6,0.1,0.9,97.7,96.4,35938,19331,18.4,6108,12.7
1585,Stoddard,MO,19.0,22.3,5.6,13.3,79.8,0.5,0.3,1.2,1.7,0.0,1.1,97.0,95.6,37965,22967,15.0,29867,36.4
1586,Stone,MO,27.4,17.6,4.2,15.2,84.9,0.7,0.4,0.5,2.0,0.0,1.5,96.8,95.2,40850,21733,17.1,31104,69.4
1587,Sullivan,MO,18.4,22.9,6.0,12.0,82.1,0.7,0.4,1.7,17.6,0.3,0.9,96.0,79.5,36676,19279,17.0,6411,10.4
1588,Taney,MO,19.7,21.2,5.8,18.6,84.7,0.9,1.0,1.4,5.5,0.1,2.1,94.4,89.6,38461,20231,18.8,54230,81.7
1589,Texas,MO,19.5,21.4,5.6,12.0,82.9,0.8,0.4,3.7,2.2,0.1,2.0,93.0,91.1,36082,17868,21.4,25642,22.1
1590,Vernon,MO,17.7,24.5,6.3,13.2,84.9,0.8,0.6,0.8,2.0,0.1,1.8,95.9,94.2,38679,19734,21.0,21001,25.6
1591,Warren,MO,16.6,24.4,6.2,16.0,84.3,0.5,0.6,2.4,3.2,0.1,1.8,94.6,91.9,50830,24692,13.4,33253,75.9
1592,Washington,MO,15.4,23.1,5.8,8.4,71.6,0.5,0.3,2.4,1.3,0.0,1.4,95.4,94.4,34702,17703,23.4,25077,33.2
1593,Wayne,MO,21.9,20.8,6.0,10.3,77.1,0.5,0.3,0.7,1.4,0.0,1.7,96.8,95.6,33159,18970,21.9,13452,17.8
1594,Webster,MO,14.6,27.2,6.8,15.0,84.7,0.7,0.3,1.1,1.9,0.0,1.6,96.3,94.7,44596,19955,18.9,36888,61.1
1595,Worth,MO,24.3,20.4,5.9,15.6,92.9,0.3,0.3,0.8,1.3,0.0,1.0,97.6,96.5,39348,22967,13.2,2073,8.1
1596,Wright,MO,19.1,25.1,6.3,11.1,76.5,0.6,0.3,0.7,1.7,0.1,1.5,96.8,95.3,28645,14752,27.5,18291,27.6
1597,St. Louis city,MO,11.4,20.3,6.7,29.6,82.9,0.3,3.2,47.5,3.8,0.0,2.3,46.6,43.6,34582,23048,27.4,317419,5157.5
1598,Beaverhead,MT,19.8,18.0,4.5,27.2,93.1,1.9,0.5,0.4,3.7,0.3,1.8,95.1,91.9,41614,22872,15.1,9345,1.7
1599,Big Horn,MT,11.4,33.5,10.3,15.5,84.5,64.4,0.5,0.4,5.6,0.0,2.8,31.9,29.6,39966,15695,25.5,13282,2.6
1600,Blaine,MT,14.2,30.2,8.7,15.9,87.4,49.0,0.2,0.2,2.3,0.0,2.4,48.2,47.4,37151,17437,28.8,6619,1.5
1601,Broadwater,MT,20.9,20.6,5.0,19.4,89.4,1.5,0.2,0.5,2.5,0.2,1.4,96.2,94.0,45932,24270,10.5,5667,4.7
1602,Carbon,MT,22.3,18.3,4.2,27.6,92.8,1.2,0.3,0.5,2.3,0.1,1.2,96.7,94.8,47831,27599,11.1,10399,4.9
1603,Carter,MT,25.2,16.7,5.4,16.4,92.8,0.9,0.1,0.1,1.2,0.0,0.9,98.0,96.9,39659,24921,13.7,1169,0.3
1604,Cascade,MT,16.9,22.6,6.7,24.6,90.8,4.6,1.0,1.7,4.1,0.1,3.6,88.9,85.9,44963,24727,14.9,82344,30.1
1605,Chouteau,MT,18.1,24.5,3.8,22.9,91.1,20.6,0.5,0.2,2.2,0.1,1.6,77.0,75.9,40070,21737,21.7,5894,1.5
1606,Custer,MT,18.7,22.1,6.3,19.7,90.9,2.0,0.4,0.6,3.0,0.1,1.8,95.0,92.6,43524,23910,13.3,12092,3.1
1607,Daniels,MT,25.2,21.0,5.6,22.9,94.4,2.1,0.3,0.3,2.0,0.0,2.0,95.3,93.6,46100,31449,10.1,1793,1.2
1608,Dawson,MT,16.8,22.3,6.5,18.1,89.3,2.1,0.4,0.5,2.7,0.1,2.0,94.9,92.8,50405,26126,16.0,9518,3.8
1609,Deer Lodge,MT,20.7,16.2,4.0,18.1,89.1,3.5,0.5,0.4,3.1,0.1,2.5,93.0,90.8,38958,22052,20.5,9150,12.6
1610,Fallon,MT,15.7,25.9,7.8,16.1,92.7,0.7,0.6,0.2,1.7,0.1,1.3,97.1,95.6,51164,28563,5.9,3108,1.8
1611,Fergus,MT,23.0,20.4,5.1,25.5,92.3,1.4,0.3,0.5,2.4,0.0,1.9,95.9,93.9,38344,24429,13.8,11442,2.7
1612,Flathead,MT,17.2,22.5,5.8,28.4,93.8,1.4,0.7,0.4,2.7,0.1,2.2,95.2,93.0,46581,25790,14.2,94924,17.9
1613,Gallatin,MT,11.2,20.5,5.8,46.0,96.1,1.0,1.4,0.4,3.1,0.1,1.9,95.1,92.4,52833,28939,14.1,97308,34.4
1614,Garfield,MT,22.6,22.9,5.7,13.0,91.7,0.4,0.1,0.3,1.2,0.0,0.5,98.7,97.5,45096,25921,10.5,1309,0.3
1615,Glacier,MT,10.9,31.3,9.3,18.4,83.5,62.6,0.4,0.2,2.7,0.0,3.2,33.6,32.5,33519,15604,33.7,13696,4.5
1616,Golden Valley,MT,24.5,20.2,4.7,20.3,88.6,1.2,0.7,0.7,4.1,0.0,2.9,94.5,91.2,39313,23508,20.7,852,0.8
1617,Granite,MT,28.9,16.2,3.6,26.5,88.2,0.7,0.3,0.4,2.1,0.0,2.1,96.5,94.6,45236,26277,15.1,3209,1.8
1618,Hill,MT,14.1,27.0,8.5,22.6,91.6,22.7,0.6,0.6,3.3,0.1,3.4,72.7,70.9,43726,21376,18.9,16596,5.6
1619,Jefferson,MT,18.7,21.0,4.2,33.5,94.3,1.7,0.5,0.4,2.3,0.0,2.5,94.8,92.9,60863,30397,7.8,11558,6.9
1620,Judith Basin,MT,22.5,18.8,3.7,29.7,93.4,1.0,0.3,0.1,1.7,0.0,0.8,97.9,96.3,41932,24260,12.4,1991,1.1
1621,Lake,MT,19.7,24.2,6.4,24.8,90.2,23.6,0.5,0.4,4.1,0.1,7.2,68.2,66.2,38019,21521,22.4,29099,19.3
1622,Lewis and Clark,MT,16.2,21.8,5.9,37.5,94.7,2.2,0.7,0.5,3.0,0.1,2.4,94.1,91.6,56243,28400,10.4,65856,18.3
1623,Liberty,MT,19.8,21.2,5.7,20.6,75.5,0.3,0.1,0.3,0.7,0.0,1.1,98.1,97.5,44493,25522,21.0,2359,1.6
1624,Lincoln,MT,24.8,18.4,4.7,18.3,86.8,1.2,0.4,0.4,2.8,0.1,2.4,95.7,93.3,33333,21719,17.9,19125,5.4
1625,McCone,MT,22.5,19.9,3.4,18.6,94.4,0.8,0.2,0.6,1.4,0.1,1.3,97.0,95.9,46667,27161,7.4,1694,0.7
1626,Madison,MT,26.3,15.7,3.8,32.7,94.8,0.6,0.4,0.5,2.9,0.0,1.7,96.8,94.3,47762,33062,8.7,7820,2.1
1627,Meagher,MT,26.2,18.7,5.8,17.4,89.8,0.6,0.5,0.3,1.8,0.0,1.6,96.9,95.4,38182,20288,13.6,1853,0.8
1628,Mineral,MT,26.6,18.3,4.7,12.1,89.2,1.9,0.8,0.5,2.8,0.0,3.1,93.7,91.3,33033,19859,18.4,4257,3.5
1629,Missoula,MT,13.6,19.4,5.4,39.1,94.5,2.9,1.5,0.6,3.1,0.1,2.7,92.1,89.7,46117,25764,16.5,112684,42.1
1630,Musselshell,MT,21.3,19.8,4.8,13.6,89.3,1.5,0.3,0.6,3.4,0.0,2.0,95.6,92.9,43409,23022,13.0,4589,2.4
1631,Park,MT,19.5,19.1,4.7,33.6,93.2,1.2,0.4,0.3,2.8,0.1,1.9,96.1,93.7,42426,24611,12.3,15880,5.6
1632,Petroleum,MT,21.0,21.9,2.3,15.4,96.0,0.6,0.0,0.0,1.2,0.0,1.0,98.4,97.1,41705,22714,11.1,485,0.3
1633,Phillips,MT,20.5,22.6,6.1,15.9,91.8,8.4,0.3,0.1,2.1,0.0,4.1,87.2,85.5,42632,22890,14.0,4192,0.8
1634,Pondera,MT,19.6,24.5,6.6,20.5,87.0,14.5,0.3,0.3,1.8,0.0,2.5,82.3,81.4,41277,22256,17.5,6219,3.8
1635,Powder River,MT,23.6,17.4,2.7,19.9,93.1,1.9,0.2,0.1,2.0,0.0,2.0,95.9,94.2,46250,28528,9.2,1783,0.5
1636,Powell,MT,18.5,15.6,4.2,17.8,90.3,4.6,0.5,1.1,2.3,0.0,1.3,92.3,90.4,40802,19736,15.3,6909,3.0
1637,Prairie,MT,30.0,18.3,6.5,16.9,86.8,0.4,0.9,0.3,2.1,0.0,3.7,94.8,92.7,38036,20644,21.5,1148,0.7
1638,Ravalli,MT,23.1,20.3,4.8,24.5,92.1,1.1,0.7,0.5,3.3,0.1,1.9,95.7,92.9,38688,22872,16.8,41030,16.8
1639,Richland,MT,13.0,24.7,7.2,17.7,90.2,1.9,0.5,0.5,4.8,0.1,2.5,94.6,90.3,58112,32036,14.2,11576,4.7
1640,Roosevelt,MT,10.5,32.0,9.7,13.7,83.9,58.0,0.4,0.3,2.5,0.0,3.3,38.1,37.3,36920,16888,26.6,11332,4.4
1641,Rosebud,MT,13.6,29.2,8.7,22.3,89.1,36.3,0.5,0.3,4.1,0.0,3.1,59.7,58.0,48789,22229,17.3,9326,1.8
1642,Sanders,MT,26.0,18.2,4.5,16.7,87.2,4.5,0.5,0.3,2.5,0.1,2.8,91.8,90.0,32881,19188,22.0,11364,4.1
1643,Sheridan,MT,20.8,20.9,5.4,23.4,90.7,2.0,0.4,0.4,2.2,0.0,2.2,95.0,93.3,48667,31378,11.8,3696,2.0
1644,Silver Bow,MT,17.3,20.5,5.8,22.2,90.9,2.1,0.7,0.5,4.2,0.1,2.2,94.4,91.1,38659,23562,19.1,34680,47.6
1645,Stillwater,MT,20.1,21.6,4.6,22.1,92.5,1.0,0.4,0.3,3.3,0.0,1.9,96.3,93.6,57906,28868,7.8,9290,5.1
1646,Sweet Grass,MT,23.5,22.2,4.3,27.1,91.7,0.7,0.5,0.1,2.0,0.0,1.9,96.8,95.1,45938,22743,13.5,3665,2.0
1647,Teton,MT,22.0,23.0,6.1,24.5,90.4,1.6,0.2,0.1,1.4,0.0,2.2,96.0,94.7,43327,22799,15.1,6064,2.7
1648,Toole,MT,15.6,19.9,5.3,14.6,88.1,5.6,0.6,0.8,3.0,0.0,2.0,91.0,88.5,46972,23162,16.3,5150,2.8
1649,Treasure,MT,27.0,17.6,6.1,21.3,86.4,2.2,0.4,0.1,2.7,0.0,2.3,94.9,93.1,37105,23948,11.3,692,0.7
1650,Valley,MT,20.8,22.7,5.4,17.1,91.0,9.4,0.7,0.4,2.2,0.1,2.4,87.1,85.4,47181,25685,13.5,7640,1.5
1651,Wheatland,MT,23.9,23.1,6.8,19.2,80.4,0.8,0.6,0.4,1.7,0.0,2.8,95.4,93.9,31867,17336,11.2,2102,1.5
1652,Wibaux,MT,24.6,21.3,4.6,19.6,84.0,0.4,0.4,0.1,2.5,0.1,1.2,97.7,95.4,41875,27492,13.3,1121,1.1
1653,Yellowstone,MT,15.3,23.6,6.4,28.7,92.3,4.5,0.8,0.8,5.2,0.1,2.7,91.3,87.1,51342,27761,12.3,155634,56.2
1654,Adams,NE,16.5,23.4,6.3,20.4,90.7,0.9,1.7,1.0,8.8,0.1,1.2,95.1,87.4,49440,25571,12.8,31457,55.7
1655,Antelope,NE,22.4,23.4,6.6,16.7,90.8,0.2,0.4,0.3,3.0,0.0,0.6,98.5,95.7,43518,25186,11.0,6398,7.8
1656,Arthur,NE,21.2,28.0,5.7,31.7,94.5,0.4,0.2,0.2,5.1,0.0,2.4,96.7,93.2,40568,17656,6.9,453,0.6
1657,Banner,NE,29.6,19.0,6.0,15.8,91.3,0.3,0.0,2.6,4.1,0.0,0.7,96.5,92.4,36875,25814,15.4,764,0.9
1658,Blaine,NE,21.8,23.4,8.3,16.0,99.0,0.2,0.0,0.2,0.2,0.0,0.8,98.8,98.6,42917,19141,17.7,504,0.7
1659,Boone,NE,21.6,23.0,5.6,13.8,93.1,0.3,0.3,0.4,1.7,0.0,0.7,98.3,96.9,45246,25590,9.7,5353,8.0
1660,Box Butte,NE,16.1,25.3,7.1,17.6,90.4,4.1,0.5,0.7,11.9,0.0,2.2,92.5,82.8,46373,25046,23.9,11340,10.5
1661,Boyd,NE,28.7,21.0,4.6,16.1,91.6,1.1,0.9,0.1,2.0,0.0,0.5,97.2,95.7,41279,23157,10.5,2033,3.9
1662,Brown,NE,24.3,20.1,4.7,21.8,91.2,0.5,0.2,0.2,1.2,0.0,1.1,98.1,96.9,33647,21843,15.6,2941,2.6
1663,Buffalo,NE,12.9,23.3,7.0,31.6,92.3,0.5,1.6,1.1,8.6,0.1,1.3,95.4,87.5,50963,24830,13.6,48224,47.6
1664,Burt,NE,23.9,22.4,5.4,18.3,91.9,2.1,0.3,0.5,2.7,0.1,1.3,95.7,93.8,46817,25203,9.7,6573,14.0
1665,Butler,NE,20.6,23.6,5.8,14.1,91.0,0.4,0.5,0.4,2.8,0.0,0.8,98.0,95.4,50247,27673,9.4,8249,14.4
1666,Cass,NE,16.1,24.6,6.0,23.6,94.0,0.5,0.5,0.5,3.1,0.1,1.5,97.0,94.3,64697,29638,6.4,25524,45.3
1667,Cedar,NE,21.3,24.5,5.3,16.6,92.7,0.5,0.1,0.1,1.5,0.0,0.7,98.6,97.2,48038,25738,10.1,8610,12.0
1668,Chase,NE,20.7,24.1,5.7,18.2,90.8,0.4,0.1,0.2,12.6,0.0,0.8,98.6,86.3,45610,28241,12.8,3978,4.4
1669,Cherry,NE,21.4,21.9,5.4,21.3,92.5,5.6,0.3,0.4,2.8,0.0,2.8,90.9,89.1,45464,25213,13.0,5762,1.0
1670,Cheyenne,NE,16.2,24.1,6.2,25.3,93.3,1.0,1.5,0.4,6.6,0.1,1.4,95.6,89.9,51529,28296,14.0,10148,8.4
1671,Clay,NE,19.1,24.3,6.3,17.6,87.3,1.3,0.3,0.7,8.9,0.3,1.1,96.3,89.1,46784,23876,9.0,6315,11.4
1672,Colfax,NE,13.1,29.6,8.2,14.4,70.4,3.3,0.9,2.9,43.1,0.5,1.1,91.2,53.9,51765,23751,15.5,10504,25.5
1673,Cuming,NE,21.5,24.5,5.5,17.5,88.7,0.6,0.4,0.3,9.6,0.1,1.1,97.5,88.8,47500,24496,11.6,9027,16.0
1674,Custer,NE,20.9,23.3,6.1,21.0,92.6,0.5,0.3,0.5,2.6,0.0,1.0,97.6,95.3,44873,24615,9.6,10728,4.2
1675,Dakota,NE,12.7,29.0,8.0,11.1,72.8,3.8,3.5,4.3,37.4,0.3,1.6,86.4,51.8,47069,20179,16.9,20850,79.5
1676,Dawes,NE,17.6,18.4,5.1,40.6,93.5,4.1,1.5,1.8,4.3,0.6,2.8,89.2,86.1,40359,21137,19.3,9042,6.6
1677,Dawson,NE,15.0,27.9,7.5,16.0,75.8,1.9,0.8,4.3,33.2,0.3,1.2,91.4,61.1,46078,20142,14.8,24096,24.0
1678,Deuel,NE,23.5,21.0,5.2,21.8,92.6,1.3,0.4,0.3,5.5,0.0,1.1,96.9,92.2,44922,27199,13.5,1940,4.4
1679,Dixon,NE,19.7,24.8,5.8,16.5,86.1,0.7,0.2,0.6,12.0,0.1,1.1,97.2,86.2,47325,23769,11.2,5782,12.6
1680,Dodge,NE,19.0,23.5,6.4,18.7,86.0,1.1,0.6,1.1,11.3,0.4,1.3,95.5,85.7,48626,24588,10.7,36744,69.4
1681,Douglas,NE,11.5,25.8,7.6,36.4,89.5,1.2,3.3,11.6,12.0,0.1,2.5,81.3,70.9,53325,29180,14.3,543244,1574.4
1682,Dundy,NE,23.3,21.2,3.9,22.2,93.7,1.2,0.1,0.4,6.5,0.3,1.4,96.6,91.0,47431,28502,8.1,1886,2.2
1683,Fillmore,NE,22.9,20.5,4.9,18.2,92.5,0.6,0.7,0.7,3.9,0.0,0.7,97.3,94.0,48464,25460,8.8,5661,10.2
1684,Franklin,NE,25.7,19.2,4.5,17.5,91.2,0.5,0.1,0.2,1.9,0.0,1.1,98.1,96.5,43011,26095,12.9,3076,5.6
1685,Frontier,NE,21.2,20.5,3.9,16.5,94.7,0.5,0.2,0.2,2.3,0.0,0.8,98.4,96.3,50227,25262,12.0,2705,2.8
1686,Furnas,NE,22.7,22.5,5.1,16.8,88.9,0.6,0.2,0.4,3.2,0.1,1.1,97.6,94.8,39603,22068,16.2,4888,6.9
1687,Gage,NE,20.4,22.1,5.7,20.0,90.2,0.7,0.5,0.6,2.1,0.0,1.4,96.8,95.0,47654,24555,11.7,21663,26.2
1688,Garden,NE,27.7,17.6,3.9,20.8,93.4,0.9,0.0,0.4,4.5,0.0,1.6,97.1,93.0,39400,26715,9.4,1911,1.2
1689,Garfield,NE,26.9,19.0,3.0,13.8,94.0,0.0,0.1,0.3,1.3,0.0,0.5,99.0,97.7,41892,22092,13.0,2003,3.6
